Unnamed: 0,line_text,speaker,temporada,episodio
36732,"Uh, yeah, sure.",Michael,Season 6,6x19
13574,"Number eight, learn how to take off a woman`s bra.",Michael,Season 3,3x14
26144,"[from inside his office] No, what I`m saying is...",Michael,Season 5,5x11
29593,It`s good. But won`t it feel weird cutting into a cross?,Pam,Season 5,5x22
39715,Then make him pitch to you.,Dwight,Season 7,7x5
9950,"Hey, Ernie, how ya doing?",Michael,Season 3,3x2
44685,"I know, it`s okay. Just, give her a hug. Alright?",Michael,Season 7,7x21
1845,"I do. That`s what I`m best known for. Sitting out there. Alright, let`s talk about purses.",Jim,Season 1,1x6
57204,Ahh! OK!,Dwight,Season 9,9x16
25530,"[outside] So I`m still in the process of converting the garage.  It`s got great light in here and I`m thinking, it could be perfect [opens garage door] for an art studio.  [Pam looks around and then looks at him] Look, I know, I bought this without asking you and it`s doesn`t look great, I know that.  And if you really hate it, I totally understand it`s just---",Jim,Season 5,5x8
47481,This could be real. Dwight`s pretty handy with computers. He fixed my laptop once.,Pam,Season 8,8x6
18063,"May I have your attention please? This office will not be using any new technology ever, starting now.",Michael,Season 4,4x2
3547,And... sometimes you just let it go to voicemail.,Michael,Season 2,2x5
41800,"Good, good. Good to see you. Have fun. Enjoy the partay.",Michael,Season 7,7x11
17492,I`m not going to leave until you forgive me.,Michael,Season 4,4x1
37752,Good in bed.,Michael,Season 6,6x22
20817,Or in a great chair.,Pam,Season 4,4x10
35948,"Okay, okay.",Jim,Season 6,6x16
50325,"No, they`re not transferrable just `cause I handed `em to you.",Dwight,Season 8,8x16
12073,Because you think he`s black.,Michael,Season 3,3x9
6013,"OK, buhhhh, I burned my foot very badly on my Foreman Grill and I now need someone to come and bring me into work.",Michael,Season 2,2x12
6788,The pressures of my office are insane.,Michael,Season 2,2x14
3797,You guys...,Michael,Season 2,2x5
21812,Now are you getting all your paper from PPC? Or-,Jim,Season 4,4x13
8297,Sometime today.,Jim,Season 2,2x19
19939,"I keep various weaponries strategically placed around the office. I saved Jim`s life with a can of pepper spray I had velcroed under my desk. People say, `Oh, it`s dangerous to keep weapons in the home or the work place.` Well I say, `It`s better to be hurt by someone you know accidentally, than by a stranger on purpose.`",Dwight,Season 4,4x7
44512,"It`s a good shredder, it just keeps breaking.",Pam,Season 7,7x21
57706,Esther Ruger. [Angela makes a face in the background],Dwight,Season 9,9x18
9719,I got it.,Dwight,Season 3,3x2
57602,[counts down in French],Dwight,Season 9,9x17
20251,Okay. All right.,Michael,Season 4,4x8
34074,Right.,Jim,Season 6,6x10
55871,You got me! [tickles Clark and chuckles] I used to collect them!,Dwight,Season 9,9x11
13502,Do you think that anyone else out there would have driven to corporate for you?,Michael,Season 3,3x13
20899,"The furniture company gave me the name of the advertising agency. They gave me the name of the photographer. The photographer, a Spaniard, used a Wilkes-Barre modeling agency. The agency gave me the following information. [reads from notepad] Deborah Shoshlefski. 142 South Windsor Lane. Dead. Car accident. Case closed.",Dwight,Season 4,4x10
31635,"Hey, what are you guys doing in here?",Michael,Season 6,6x3
5003,"Oh, no, he can`t make it.",Pam,Season 2,2x9
14049,"Solving a mystery, if that`s quite alright with you. [opens ceiling tile] Come to Papa. Okay, ladies and gentlemen, what we have here is a bird that has been trapped in a vent. Fortunately I have found it befo--BAT! BAAAT! BAT!",Dwight,Season 3,3x16
12678,How can you be sure?,Michael,Season 3,3x10
20376,See? I was his number 1 contender. I was being groomed.,Michael,Season 4,4x8
54541,"Okay. With pleasure. Get ready to learn a few new tricks, old dog.",Dwight,Season 9,9x7
33502,I`m pretty sure we said slap.,Michael,Season 6,6x8
31470,"Okay, Michael, I thought we agreed to not take up people`s time with meetings like these.",Jim,Season 6,6x3
7674,Could I have a copy of one of them?,Dwight,Season 2,2x17
56379,"Aah! God, that sucks! Aah! What are you gonna do? I mean, it`s your call.",Dwight,Season 9,9x13
17341,"What? Look, no it was not...",Pam,Season 4,4x1
8706,Last night? Let`s see.,Pam,Season 2,2x20
13493,What are you talking about?,Jim,Season 3,3x13
7461,"Ay, Kay. Come on, you know, that`s not. Cool it.",Michael,Season 2,2x16
21001,"You know I used to think that I had this perfect person out there waiting for me, but knowing that, that`s just silly because she`s dead. What do you do?",Michael,Season 4,4x10
4783,That`s a total waste of your `M.`,Dwight,Season 2,2x8
18442,No seriously.  Is there anyone else who could do it better?  Because we don`t have a lot of time.  I`ll get the pizza!,Michael,Season 4,4x3
16970,"New York real estate.  I started by looking for a brownstone, like the Huxtables had, [shakes head] but instead I found this very, very, nice place in Jamaica, Queens, mon.  It is on the last stop of the subway, which is wonderful, because if I fall asleep, I still end up at home.  It is a suh-weeeet one bedroom.  I have a roommate, uh, Vijay Chokalingham, he`s a sophomore at Queens College.  He actually works in the Indian restaurant right below the apartment, so... free food, and the place always smells like curry.  So, win/win.",Michael,Season 3,3x23
5346,You wanna be Santa?,Michael,Season 2,2x10
33725,"Voodoo Mama Juju, explain your dalliance with the Dark Arts.",Dwight,Season 6,6x9
26466,You know what? I don`t want to get into this debate again. I enjoy IHOP.,Michael,Season 5,5x12
20023,"Yeah, people like me I guess.",Jim,Season 4,4x7
40285,[sighs] Cece went down.,Pam,Season 7,7x7
2359,Fosters in the big can.,Dwight,Season 2,2x1
8822,"Just hold on, please! Okay, if we do lose/lose, neither of you gets what you want. Do you understand? You... you would both lose. Now I need to ask you, do you want to pursue a lose/lose negotiation?",Michael,Season 2,2x21
3140,There are ten rules of business that you need to learn.  Number one: You need to play to win. But... you also have to win to play.,Michael,Season 2,2x4
51649,You heard me!,Dwight,Season 8,8x20
2616,I know. We`ll talk about it later. Thanks for coming in.,Michael,Season 2,2x2
33325,"No, no, no! [takes mouse and runs away]",Dwight,Season 6,6x8
34320,This is Jim.,Jim,Season 6,6x11
58514,"For now, yeah. I was spreading myself way too thin`",Jim,Season 9,9x21
44800,"Oh no, do you think it was stolen?",Pam,Season 7,7x22
28055,I did fall on my sword once. I was running with it in my belt. Won`t happen again.,Dwight,Season 5,5x17
38674,Don`t beat yourself up.,Jim,Season 7,7x2
36520,Yeah.,Michael,Season 6,6x18
5790,Sometimes you have to take a break from being the kind of boss that`s always trying to teach people things. Sometimes you have to just be the boss of dancing.,Michael,Season 2,2x11
36129,Let`s follow the chain of events. Jo likes Michael. Jo invites Michael to house. Jo doesn`t like Michael anymore. Hmmm.,Michael,Season 6,6x17
4116,"Michael, I don`t know...",Dwight,Season 2,2x6
23474,I`m right here.,Michael,Season 5,5x3
57500,Uh-huh.,Dwight,Season 9,9x17
17266,"[Pam and Jim watch video of their kiss on the tv] Oh, ah... No that`s not... I mean that wasn`t, ah...",Jim,Season 4,4x1
53998,Is that how they like to get in?,Dwight,Season 9,9x5
2332,"Yeah, you know me.",Dwight,Season 2,2x1
24477,That is a lucky number. Seven. 7-Up. Seven dwarfs.,Michael,Season 5,5x5
31473,"Oh, hey, everybody, I think that Jim has gone insane, because he thinks that my office is a conference room.",Michael,Season 6,6x3
16303,"Yes. Count to three, please.",Michael,Season 3,3x22
26763,And we should take a part of his pay and donate it the charity of your choice.  Something that Dwight doesn`t like.,Michael,Season 5,5x13
38884,"Wait a second. You know you can`t buy that now, right? And I can come back and get it for you later. But I`m saying right now, we can`t do that.",Jim,Season 7,7x2
18370,You guys should come over for dinner.  You and Pam.  That`d be fun.  Friday?,Michael,Season 4,4x3
46528,Is he OK?,Jim,Season 8,8x3
14204,Yeah.,Jim,Season 3,3x16
45047,"I promise...d other people that I would be on my worst behavior. And I gave them my word, so...",Jim,Season 7,7x23
614,"Nope, you cannot use it.",Michael,Season 1,1x3
29885,Can we have the room please?,Michael,Season 5,5x23
25933,"No, no. I celebrate privately.",Michael,Season 5,5x10
28029,Why do you have a diary?,Michael,Season 5,5x17
15928,Jan says anything that doesn`t scare us is not worth doing. I don`t know. Maybe we`re different people. I like cuddling and spooning and she likes videotaping us during sex.,Michael,Season 3,3x21
38801,"Well, as I am sure you know, for the past few months, I`ve been the Office Administrator. Since right before you guys took over.",Pam,Season 7,7x2
7768,Maybe we`ll use a DJ. That`s the one thing Roy`s in charge of for this wedding but all he`s managed to do is set a date.,Pam,Season 2,2x17
44974,What have you done?,Pam,Season 7,7x23
18816,"Oh no, I have a thing tonight.",Michael,Season 4,4x4
2828,"Actually, no. We have a couple of questions, about the neighborhood.",Dwight,Season 2,2x3
28860,"Oh. Wow. `Michael Scott Paper Company.` Okay. Very official. `Dear Mr. Scott. Please be advised that it is in violation of your condominium agreement to conduct a business headquartered in your residence. The penalty, a forfeiture of residence.`",Michael,Season 5,5x20
50182,"I got the surgery, what else is there to do?",Dwight,Season 8,8x15
23084,Yes! [they embrace and kiss],Pam,Season 5,5x1
9165,"When Darryl was coming, you said you wanted me here for protection.",Dwight,Season 2,2x22
8202,"So, Phil recruited me to sell these cards, and now I am recruiting you.",Michael,Season 2,2x19
15130,Ready?,Dwight,Season 3,3x19
7179,"Well... it`s just that the weekends aren`t good because, um...",Pam,Season 2,2x15
52975,"Come here, I`ll show you.",Dwight,Season 9,9x1
55275,Ooh! Are you nuts?,Jim,Season 9,9x9
48915,You know where it is. Lead me there.,Dwight,Season 8,8x11
9124,"Well, then, they need our money more than ever.",Michael,Season 2,2x22
721,Mmm hmm.,Jim,Season 1,1x3
25596,"Wow, okay. Well... I swallowed all your ideas, I`m going to digest them and see what comes out the other end.",Michael,Season 5,5x9
6180,How did you get in your wheelchair?,Michael,Season 2,2x12
26604,"Goodbye prince family, [to Michael] should be called the Sucker family. Here you go shark, let me fix your fin for you and sharpen your teeth while I`m at it. [Dwight laughs evilly, Michael seems remorseful] Bye bye.",Dwight,Season 5,5x12
16572,"I`m good. How are you, Janet? It`s good to see you.",Michael,Season 3,3x23
28229,Took me all night.,Michael,Season 5,5x18
736,Hey Pam! How are you?,Jim,Season 1,1x3
7891,[under his breath] I work with a bunch of nerds.,Michael,Season 2,2x18
13153,Dwight?,Michael,Season 3,3x12
48550,"Yeah, I was just sitting here at my desk and I, I reached into my drawer to grab my toothbrush and some tooth powder and, and all of a sudden I was attacked by this blood thirsty rabid creature!",Dwight,Season 8,8x10
35463,The purpose for this meeting is to take Pam`s mind off of what`s going on inside of her body.,Michael,Season 6,6x16
58093,Shh. Got about 45 minutes to get him to the client before he comes to. [claps] Grab his feet. [grunts] Let`s go!,Dwight,Season 9,9x19
24655,He`s hard of -- he`s an old man. Let`s go.,Michael,Season 5,5x6
37229,"You know what? I should be getting this client, Michael. My numbers are better than either of theirs.",Dwight,Season 6,6x21
6334,"Uh hmm, he should be fine, but, uh, they brought him in for a CAT scan.",Jim,Season 2,2x12
17242,"Well, you`re going to have to run, or you`re going to be in a lot of trouble. It is not olden times anymore.",Michael,Season 4,4x1
55399,"What? Lice? Oh my god. Lock the doors, we are on full quarantine.",Dwight,Season 9,9x10
11056,Yes.,Michael,Season 3,3x6
37964,"Mm, no, when are you people going to stop casting the first stone? I am not in the wrong here. I am the good guy.",Michael,Season 6,6x23
22287,What the hell is that?,Michael,Season 4,4x14
38664,Wait. Is this your place Dwight?,Jim,Season 7,7x2
54930,"No, I wouldn`t. I can`t even relate to that impulse. But I bet I could get us a customer complaint. I`d like to try.",Pam,Season 9,9x8
912,"Okay, umm... that would be Meredith.",Pam,Season 1,1x4
30611,"Rule violation. Ball is ours. Give it to me. Our point. Okay. Hey, Pam, how ya doin? Hey, do you know if you`re right-handed or left-handed? Or do you even know? What hand do you use to answer the phone?",Dwight,Season 5,5x26
5225,"I`m just a bee, Dwight, ok, just a bee, just buzzin`.",Michael,Season 2,2x9
10879,Get in the car.,Dwight,Season 3,3x5
11927,Martin Nash. Okay.,Michael,Season 3,3x8
3030,"[talking over Michael] God, what a steal.",Dwight,Season 2,2x3
29402,-I just don`t know if I can do it.,Jim,Season 5,5x22
33804,Hey David.,Jim,Season 6,6x9
45142,Fine.,Dwight,Season 7,7x23
33668,I thought we agreed that we wouldn`t do things like this.,Jim,Season 6,6x9
20021,OK. [Meredith leaves],Jim,Season 4,4x7
40252,"Nope, and we`re gonna need a loaves and fishes kind of miracle to feed `em all.",Pam,Season 7,7x7
11143,... customer service is a Hindu person.,Michael,Season 3,3x6
59114,"What I`m about to say makes no logical sense, and yet, it might be the most logical thing I`ve ever said.",Jim,Season 9,9x22
40160,I`m not - I`m not going to do that. I`m not going to do that.,Pam,Season 7,7x7
48115,Oh yeah?,Dwight,Season 8,8x9
31900,That`s a very good record.,Dwight,Season 6,6x4
44678,You know what I think we should do? I think we should just save the goodbyes for tomorrow. At lunch.,Jim,Season 7,7x21
20102,"Under this tree, I think I struck the mother load. Those [points camera to mushrooms] are nature`s best mushrooms. Wild, and I have to say these little buggers are damn tasty as well. [puts them in mouth]",Michael,Season 4,4x7
27508,"That`s cool. Hey, you know what`s even cooler than triceratops? Every other dinosaur that ever existed.",Dwight,Season 5,5x15
6863,"Well, yeah.",Michael,Season 2,2x14
49519,That`s it? This is crap! [dumps the box on Jim`s desk and leaves],Dwight,Season 8,8x13
20967,"No, I umm, well I`m not gonna, I`m, I`m not gonna move in with anyone unless I`m engaged.",Pam,Season 4,4x10
36348,"This is actually a big potential sale, so...",Jim,Season 6,6x18
32260,"[into mini recorder] The fundamentals of business by Michael Scott. Over one billion sold. More than the Bible, I`m not surprised. Chapter one. The businessman...",Michael,Season 6,6x5
22421,"Wow, I am so happy. I am so deliriously happy...",Michael,Season 4,4x14
27920,"No, no, no. They are not just ordinary jelly beans little girl. These are extraordinary jelly beans!",Michael,Season 5,5x17
6012,"It`s, okay, it`s Jim.  Just say again, uh, really loudly what happened.",Jim,Season 2,2x12
20123,"I never know. I just say it. I say stuff like that, you know, to lighten the tension. When things sort of get hard.",Michael,Season 4,4x7
14737,"Uh, [reading the inside of his jacket] MISSterious.  And it is mysterious because the buttons are on the wrong side... that`s the mystery.",Michael,Season 3,3x18
28385,Cupcake. It`s cupcakes and strippers all the way down.,Pam,Season 5,5x18
435,What are you watching?,Jim,Season 1,1x2
9456,How about a location?,Michael,Season 2,2x22
46212,Where`s Angela? [Hands paper over her shoulder],Pam,Season 8,8x2
33824,"I think today was a good day to have two managers.  `Cause if you`re a family stuck on a lifeboat in the middle of the ocean, one parent might want to just keep rowing.  But if the other parent wants to play a game, it`s not because they`re crazy.  It`s because they`re doing it for the kids.  And I get that now.",Jim,Season 6,6x9
12979,"So, umm... thanks for coming by. So, I, uh...",Michael,Season 3,3x11
55282,Aah! Ow!,Jim,Season 9,9x9
11600,"So you`ll be reporting to me, then.",Dwight,Season 3,3x8
29004,Okay.,Michael,Season 5,5x20
47395,"Uh, could we come in too? Just for some water.",Pam,Season 8,8x6
6958,Are you kidding me?  Oh!,Michael,Season 2,2x14
56245,I need you to breathe in my face right now.,Jim,Season 9,9x13
50476,Everything`s a joke.,Dwight,Season 8,8x16
2676,"You know what? The only thing I`m worried about... is getting a boner. Good work today, everybody.",Michael,Season 2,2x2
37592,"Why didn`t you just say that, Pam?",Michael,Season 6,6x22
30726,[falls] Oof!,Pam,Season 5,5x26
6280,I`m thirsty!,Dwight,Season 2,2x12
22799,Good.,Michael,Season 5,5x1
9819,"I`ll talk to my buddy down at the station, stat.",Dwight,Season 3,3x2
32944,That is a mistake.,Jim,Season 6,6x7
28068,Right.,Michael,Season 5,5x17
12390,[singing] Goodbye my lover. Goodbye my friend. [hits repeat again],Michael,Season 3,3x10
38168,"[on Youtube video] There is nothing wrong, nor will there ever be wrong with any Sabre printers. Case closed. [phone rings, Michael picks it up] Michael Scott, as seen on TV.",Michael,Season 6,6x24
15901,"[in women`s bathroom] Well, I stand corrected. This is pretty cool.",Jim,Season 3,3x21
40242,I am feeling this. Call it the Holy Spirit or the passion of the Christ. I am loving these people.,Michael,Season 7,7x7
5826,You know what? I would save the receptionist. I just wanted to clear that up.,Jim,Season 2,2x11
20061,"I have made this spear, with which I will impale my dinner. And it couldn`t come a moment too soon because I have been without food for a good three hours or so. I`m startin` to feel it a little bit. Ohh... It`s Creed`s birthday. [singing] Happy Birthday to you. Happy Birthday to you. Happy Birthday to Creed. Happy Birthday to you. Happy birthday, buddy.",Michael,Season 4,4x7
52649,"Okay, here we go. Oh, you know what? I don`t want to throw a wrench in the works, but I want everything to be perfect and the baby`s fingernails are just bothering me-",Dwight,Season 8,8x24
13307,"No, thanks. I had some already.",Pam,Season 3,3x12
39534,Tell `em.,Jim,Season 7,7x5
31851,Nice to meet you.,Michael,Season 6,6x4
26733,Leave me al--,Michael,Season 5,5x13
29408,Okay.,Jim,Season 5,5x22
16034,We should really start recycling.,Michael,Season 3,3x21
901,"Mmm, mm, mm. Maybe.",Michael,Season 1,1x4
37206,"Buenos dias, Erin.",Michael,Season 6,6x21
57511,"Todd, you`re just saying insults in the form of an apology.",Pam,Season 9,9x17
22711,"All right, call-- [leans in to kiss Pam]",Michael,Season 5,5x1
58500,"Hey! [Runs after her and looks into her eyes] I... [hugs her tightly, Pam doesn`t hug back]",Jim,Season 9,9x20
47631,"I`m not asking if you`re in to her. Just, objectively, do you find her attractive?",Pam,Season 8,8x7
50524,"No, you should go for it. I mean nothing would`ve happened with me and Jim if he didn`t put himself out there.",Pam,Season 8,8x16
42880,How much did you give him?,Pam,Season 7,7x15
5685,"Maybe. The suspense is just so exciting, isn`t it?",Michael,Season 2,2x11
25042,That means another twelve weeks.  [pause] Can you do this for another three months?,Pam,Season 5,5x7
42981,I`ve had intercourse in the office.,Dwight,Season 7,7x15
33972,[to David] This is not as much fun as I thought it would be.,Michael,Season 6,6x10
422,Good. Bom bom bom-bom bom. Come on Olympics of Suffering right here. Slavery versus the Holocaust. Come on.,Michael,Season 1,1x2
4794,Absolutely.,Michael,Season 2,2x8
27944,That`s psychotic. Do guys actually do that?,Pam,Season 5,5x17
8127,"Thanks, Kev. Uhm... I`m actually going on a date.",Jim,Season 2,2x18
4195,"Michael and his jeans.  He gets in them, and I`m not exactly sure what happens.  But I can tell you, he loves the way he looks in those jeans.  I know that`s why he started casual Fridays.",Pam,Season 2,2x7
25799,My... It`s not my fault you don`t understand German; I`ve been telling you to take it for years!,Dwight,Season 5,5x9
18354,Huh?!,Dwight,Season 4,4x3
42222,No.,Michael,Season 7,7x12
6556,Really?,Michael,Season 2,2x13
18380,No.,Michael,Season 4,4x3
17777,"Eighty-seven years young. And still active. That is great. Did you know, that Bob is still a member of the Board of Dunder Mifflin?",Michael,Season 4,4x2
31115,[knock at Michael`s Office door] Yeah?,Michael,Season 6,6x2
43697,[pulls away beans] I`m really sorry. Pam must have put those out.,Jim,Season 7,7x18
11724,"The day`s going fine. It`s been a little chaotic but it`s fine. It`s great! A lot of distractions. But, it`s good.",Pam,Season 3,3x8
37330,"Oh, no, no. That`s not dorky. [Dwight wears his phone like that] Look, it`s easily accessible. Boom, like this. 911, hello. Scranton Strangler`s in the house. Inside the house.",Dwight,Season 6,6x21
12116,My dad.,Pam,Season 3,3x9
18696,That must have been extremely uncomfortable for your mom.,Jim,Season 4,4x3
16971,"Ok, well I did not get the job in New York, but I got the real prize, domestic bliss. Jan made me breakfast this morning... well she bought the milk. It`s soy. [walks into bedroom, Jan sleeping on bed] This is why I do it, that`s what I have to come home to. [sighs] She probably won`t be up for a few hours.",Michael,Season 4,4x1
34375,"But effective, look! [everyone turns to pay attention] On behalf of Jim and I, Merry Christmas.",Dwight,Season 6,6x12
42596,"No I`m not. I`m not in a bad mood. I`m not, Jim. Hello? Ok fine, ignore me. Have it your way. Let`s just talk about you, as always. Is sex different after the baby, Jim?",Michael,Season 7,7x14
1584,"Uh, Michael?",Pam,Season 1,1x6
24767,Did you do something to her?,Pam,Season 5,5x6
22300,I just knew.,Pam,Season 4,4x14
14460,"Oh yeah, they don`t allow kids at Sandals. They are persona non gratis... there. But it`s fun. It`s an awesome place. You would not believe how low this girl can limbo.",Michael,Season 3,3x17
6049,"Morning everyone.  Don`t freak out. I forbid anybody to freak out.  Clearly, I have had a very serious accident, but I will recover, God willing.  I just want to be treated normally today.  Normal would actually be good, considering the trauma that I`ve been through.",Michael,Season 2,2x12
31055,"[sighs] The one true rumor, and this is going to ruin this person`s life, is that...",Michael,Season 6,6x1
620,"In the wild, there is no health care. In the wild, health care is, `Ow, I hurt my leg. I can`t run. A lion eats me and I`m dead.` Well, I`m not dead. I`m the lion. You`re dead.",Dwight,Season 1,1x3
6848,I need to make a sales call.  Please?,Dwight,Season 2,2x14
33389,"Oh, no, no, no. No.  It`s stupid.  You`d hate it.  I hate it.",Michael,Season 6,6x8
31436,"Okay. Yesterday, we had a meeting about planets.",Jim,Season 6,6x3
